station_id,bikes_out,bikes_in,station_name,lat,lng,bikes_chng,ride_date
7646.04,2.0,3.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,1.0,2023-02-11 13:00:00
5905.14,22.0,25.0,University Pl & E 14 St,40.734814,-73.992085,3.0,2023-02-11 13:00:00
6266.06,19.0,15.0,9 Ave & W 22 St,40.745516062,-74.001939893,-4.0,2023-02-11 13:00:00
6306.01,10.0,13.0,W 20 St & 10 Ave,40.745686,-74.005141,3.0,2023-02-11 13:00:00
5905.12,20.0,17.0,Broadway & E 14 St,40.73454567,-73.99074142,-3.0,2023-02-11 13:00:00
7631.23,8.0,7.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-1.0,2023-02-11 14:00:00
6306.01,15.0,17.0,W 20 St & 10 Ave,40.745686,-74.005141,2.0,2023-02-11 14:00:00
6224.03,13.0,12.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-1.0,2023-02-11 14:00:00
5905.14,27.0,28.0,University Pl & E 14 St,40.734814,-73.992085,1.0,2023-02-11 14:00:00
6266.06,23.0,22.0,9 Ave & W 22 St,40.745516062,-74.001939893,-1.0,2023-02-11 14:00:00
7617.07,9.0,14.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,5.0,2023-02-11 14:00:00
5980.07,23.0,15.0,E 17 St & Broadway,40.73704984,-73.99009296,-8.0,2023-02-11 14:00:00
7619.05,2.0,2.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,0.0,2023-02-11 14:00:00
5905.12,23.0,18.0,Broadway & E 14 St,40.73454567,-73.99074142,-5.0,2023-02-11 14:00:00
7646.04,5.0,4.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-1.0,2023-02-11 14:00:00
6306.01,11.0,17.0,W 20 St & 10 Ave,40.745686,-74.005141,6.0,2023-02-11 15:00:00
7619.05,1.0,2.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,1.0,2023-02-11 15:00:00
5905.12,24.0,30.0,Broadway & E 14 St,40.73454567,-73.99074142,6.0,2023-02-11 15:00:00
7617.07,18.0,18.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,0.0,2023-02-11 15:00:00
6224.03,7.0,7.0,W 22 St & 8 Ave,40.74475148,-73.99915362,0.0,2023-02-11 15:00:00
6266.06,23.0,18.0,9 Ave & W 22 St,40.745516062,-74.001939893,-5.0,2023-02-11 15:00:00
7631.23,5.0,6.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,1.0,2023-02-11 15:00:00
5980.07,19.0,20.0,E 17 St & Broadway,40.73704984,-73.99009296,1.0,2023-02-11 15:00:00
7646.04,3.0,5.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,2.0,2023-02-11 15:00:00
5905.14,18.0,16.0,University Pl & E 14 St,40.734814,-73.992085,-2.0,2023-02-11 15:00:00
6266.06,23.0,20.0,9 Ave & W 22 St,40.745516062,-74.001939893,-3.0,2023-02-11 16:00:00
7617.07,13.0,12.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-11 16:00:00
5980.07,19.0,20.0,E 17 St & Broadway,40.73704984,-73.99009296,1.0,2023-02-11 16:00:00
6224.03,18.0,14.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-4.0,2023-02-11 16:00:00
7646.04,6.0,3.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-3.0,2023-02-11 16:00:00
7631.23,9.0,8.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-1.0,2023-02-11 16:00:00
7619.05,1.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-1.0,2023-02-11 16:00:00
5905.14,38.0,25.0,University Pl & E 14 St,40.734814,-73.992085,-13.0,2023-02-11 16:00:00
5905.12,21.0,12.0,Broadway & E 14 St,40.73454567,-73.99074142,-9.0,2023-02-11 16:00:00
6306.01,21.0,17.0,W 20 St & 10 Ave,40.745686,-74.005141,-4.0,2023-02-11 16:00:00
7631.23,5.0,4.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-1.0,2023-02-11 17:00:00
7619.05,0.0,1.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,1.0,2023-02-11 17:00:00
6266.06,14.0,17.0,9 Ave & W 22 St,40.745516062,-74.001939893,3.0,2023-02-11 17:00:00
5905.14,16.0,10.0,University Pl & E 14 St,40.734814,-73.992085,-6.0,2023-02-11 17:00:00
5980.07,18.0,13.0,E 17 St & Broadway,40.73704984,-73.99009296,-5.0,2023-02-11 17:00:00
5905.12,26.0,14.0,Broadway & E 14 St,40.73454567,-73.99074142,-12.0,2023-02-11 17:00:00
6224.03,7.0,9.0,W 22 St & 8 Ave,40.74475148,-73.99915362,2.0,2023-02-11 17:00:00
7646.04,2.0,5.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,3.0,2023-02-11 17:00:00
7617.07,6.0,5.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-11 17:00:00
6306.01,11.0,12.0,W 20 St & 10 Ave,40.745686,-74.005141,1.0,2023-02-11 17:00:00
7617.07,2.0,3.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1.0,2023-02-11 18:00:00
5905.14,21.0,25.0,University Pl & E 14 St,40.734814,-73.992085,4.0,2023-02-11 18:00:00
7619.05,0.0,6.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,6.0,2023-02-11 18:00:00
6266.06,9.0,8.0,9 Ave & W 22 St,40.745516062,-74.001939893,-1.0,2023-02-11 18:00:00
7631.23,1.0,5.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,4.0,2023-02-11 18:00:00
7646.04,3.0,3.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,0.0,2023-02-11 18:00:00
6306.01,13.0,5.0,W 20 St & 10 Ave,40.745686,-74.005141,-8.0,2023-02-11 18:00:00
5905.12,17.0,12.0,Broadway & E 14 St,40.73454567,-73.99074142,-5.0,2023-02-11 18:00:00
6224.03,5.0,3.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-2.0,2023-02-11 18:00:00
5980.07,9.0,8.0,E 17 St & Broadway,40.73704984,-73.99009296,-1.0,2023-02-11 18:00:00
7631.23,1.0,4.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3.0,2023-02-11 19:00:00
5905.14,22.0,13.0,University Pl & E 14 St,40.734814,-73.992085,-9.0,2023-02-11 19:00:00
5980.07,14.0,8.0,E 17 St & Broadway,40.73704984,-73.99009296,-6.0,2023-02-11 19:00:00
5905.12,17.0,5.0,Broadway & E 14 St,40.73454567,-73.99074142,-12.0,2023-02-11 19:00:00
6224.03,10.0,6.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-4.0,2023-02-11 19:00:00
6266.06,7.0,14.0,9 Ave & W 22 St,40.745516062,-74.001939893,7.0,2023-02-11 19:00:00
7619.05,4.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-4.0,2023-02-11 19:00:00
6306.01,5.0,9.0,W 20 St & 10 Ave,40.745686,-74.005141,4.0,2023-02-11 19:00:00
7646.04,1.0,2.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,1.0,2023-02-11 19:00:00
7617.07,2.0,3.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1.0,2023-02-11 19:00:00
7617.07,4.0,3.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-11 20:00:00
6224.03,4.0,4.0,W 22 St & 8 Ave,40.74475148,-73.99915362,0.0,2023-02-11 20:00:00
6306.01,5.0,6.0,W 20 St & 10 Ave,40.745686,-74.005141,1.0,2023-02-11 20:00:00
7619.05,3.0,3.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,0.0,2023-02-11 20:00:00
5980.07,8.0,6.0,E 17 St & Broadway,40.73704984,-73.99009296,-2.0,2023-02-11 20:00:00
6266.06,7.0,15.0,9 Ave & W 22 St,40.745516062,-74.001939893,8.0,2023-02-11 20:00:00
7631.23,5.0,4.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-1.0,2023-02-11 20:00:00
5905.14,7.0,12.0,University Pl & E 14 St,40.734814,-73.992085,5.0,2023-02-11 20:00:00
7646.04,1.0,2.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,1.0,2023-02-11 20:00:00
5905.12,6.0,7.0,Broadway & E 14 St,40.73454567,-73.99074142,1.0,2023-02-11 20:00:00
6266.06,9.0,5.0,9 Ave & W 22 St,40.745516062,-74.001939893,-4.0,2023-02-11 21:00:00
5905.12,6.0,8.0,Broadway & E 14 St,40.73454567,-73.99074142,2.0,2023-02-11 21:00:00
7617.07,1.0,3.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2.0,2023-02-11 21:00:00
6224.03,4.0,7.0,W 22 St & 8 Ave,40.74475148,-73.99915362,3.0,2023-02-11 21:00:00
7631.23,2.0,4.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,2.0,2023-02-11 21:00:00
6306.01,1.0,4.0,W 20 St & 10 Ave,40.745686,-74.005141,3.0,2023-02-11 21:00:00
7646.04,0.0,3.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,3.0,2023-02-11 21:00:00
5980.07,6.0,5.0,E 17 St & Broadway,40.73704984,-73.99009296,-1.0,2023-02-11 21:00:00
7619.05,0.0,2.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,2.0,2023-02-11 21:00:00
5905.14,15.0,7.0,University Pl & E 14 St,40.734814,-73.992085,-8.0,2023-02-11 21:00:00
5905.12,4.0,5.0,Broadway & E 14 St,40.73454567,-73.99074142,1.0,2023-02-11 22:00:00
6306.01,3.0,1.0,W 20 St & 10 Ave,40.745686,-74.005141,-2.0,2023-02-11 22:00:00
5905.14,10.0,5.0,University Pl & E 14 St,40.734814,-73.992085,-5.0,2023-02-11 22:00:00
7646.04,4.0,0.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-4.0,2023-02-11 22:00:00
7619.05,7.0,5.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-2.0,2023-02-11 22:00:00
6266.06,0.0,6.0,9 Ave & W 22 St,40.745516062,-74.001939893,6.0,2023-02-11 22:00:00
5980.07,5.0,1.0,E 17 St & Broadway,40.73704984,-73.99009296,-4.0,2023-02-11 22:00:00
6224.03,3.0,4.0,W 22 St & 8 Ave,40.74475148,-73.99915362,1.0,2023-02-11 22:00:00
7617.07,1.0,2.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1.0,2023-02-11 22:00:00
7631.23,3.0,0.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-3.0,2023-02-11 22:00:00
7631.23,1.0,5.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,4.0,2023-02-11 23:00:00
5980.07,3.0,1.0,E 17 St & Broadway,40.73704984,-73.99009296,-2.0,2023-02-11 23:00:00
6224.03,3.0,2.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-1.0,2023-02-11 23:00:00
7646.04,2.0,3.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,1.0,2023-02-11 23:00:00
7619.05,2.0,4.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,2.0,2023-02-11 23:00:00
5905.12,4.0,1.0,Broadway & E 14 St,40.73454567,-73.99074142,-3.0,2023-02-11 23:00:00
6266.06,0.0,6.0,9 Ave & W 22 St,40.745516062,-74.001939893,6.0,2023-02-11 23:00:00
5905.14,3.0,5.0,University Pl & E 14 St,40.734814,-73.992085,2.0,2023-02-11 23:00:00
6306.01,9.0,0.0,W 20 St & 10 Ave,40.745686,-74.005141,-9.0,2023-02-11 23:00:00
5980.07,4.0,2.0,E 17 St & Broadway,40.73704984,-73.99009296,-2.0,2023-02-12 00:00:00
7619.05,0.0,2.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,2.0,2023-02-12 00:00:00
5905.12,3.0,3.0,Broadway & E 14 St,40.73454567,-73.99074142,0.0,2023-02-12 00:00:00
6306.01,5.0,1.0,W 20 St & 10 Ave,40.745686,-74.005141,-4.0,2023-02-12 00:00:00
7631.23,0.0,2.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,2.0,2023-02-12 00:00:00
5905.14,4.0,6.0,University Pl & E 14 St,40.734814,-73.992085,2.0,2023-02-12 00:00:00
6266.06,5.0,7.0,9 Ave & W 22 St,40.745516062,-74.001939893,2.0,2023-02-12 00:00:00
6224.03,0.0,4.0,W 22 St & 8 Ave,40.74475148,-73.99915362,4.0,2023-02-12 00:00:00
7617.07,1.0,0.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-12 00:00:00
5980.07,1.0,4.0,E 17 St & Broadway,40.73704984,-73.99009296,3.0,2023-02-12 01:00:00
7646.04,3.0,1.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-2.0,2023-02-12 01:00:00
5905.14,1.0,1.0,University Pl & E 14 St,40.734814,-73.992085,0.0,2023-02-12 01:00:00
7619.05,1.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-1.0,2023-02-12 01:00:00
5905.12,0.0,1.0,Broadway & E 14 St,40.73454567,-73.99074142,1.0,2023-02-12 01:00:00
7631.23,1.0,1.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,0.0,2023-02-12 01:00:00
6224.03,1.0,1.0,W 22 St & 8 Ave,40.74475148,-73.99915362,0.0,2023-02-12 01:00:00
6266.06,5.0,0.0,9 Ave & W 22 St,40.745516062,-74.001939893,-5.0,2023-02-12 01:00:00
6224.03,1.0,1.0,W 22 St & 8 Ave,40.74475148,-73.99915362,0.0,2023-02-12 02:00:00
7631.23,1.0,0.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-1.0,2023-02-12 02:00:00
6266.06,1.0,1.0,9 Ave & W 22 St,40.745516062,-74.001939893,0.0,2023-02-12 02:00:00
7646.04,1.0,0.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-1.0,2023-02-12 02:00:00
5905.14,2.0,3.0,University Pl & E 14 St,40.734814,-73.992085,1.0,2023-02-12 02:00:00
6306.01,0.0,2.0,W 20 St & 10 Ave,40.745686,-74.005141,2.0,2023-02-12 02:00:00
5905.12,5.0,1.0,Broadway & E 14 St,40.73454567,-73.99074142,-4.0,2023-02-12 02:00:00
5980.07,1.0,1.0,E 17 St & Broadway,40.73704984,-73.99009296,0.0,2023-02-12 03:00:00
5905.14,1.0,2.0,University Pl & E 14 St,40.734814,-73.992085,1.0,2023-02-12 03:00:00
7619.05,0.0,1.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,1.0,2023-02-12 03:00:00
5905.12,1.0,1.0,Broadway & E 14 St,40.73454567,-73.99074142,0.0,2023-02-12 03:00:00
6224.03,3.0,4.0,W 22 St & 8 Ave,40.74475148,-73.99915362,1.0,2023-02-12 03:00:00
5905.14,2.0,2.0,University Pl & E 14 St,40.734814,-73.992085,0.0,2023-02-12 04:00:00
6224.03,0.0,1.0,W 22 St & 8 Ave,40.74475148,-73.99915362,1.0,2023-02-12 04:00:00
5905.12,1.0,2.0,Broadway & E 14 St,40.73454567,-73.99074142,1.0,2023-02-12 04:00:00
6266.06,0.0,3.0,9 Ave & W 22 St,40.745516062,-74.001939893,3.0,2023-02-12 04:00:00
5980.07,1.0,0.0,E 17 St & Broadway,40.73704984,-73.99009296,-1.0,2023-02-12 05:00:00
7617.07,0.0,1.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1.0,2023-02-12 05:00:00
5905.12,0.0,1.0,Broadway & E 14 St,40.73454567,-73.99074142,1.0,2023-02-12 05:00:00
5980.07,0.0,1.0,E 17 St & Broadway,40.73704984,-73.99009296,1.0,2023-02-12 06:00:00
6224.03,1.0,1.0,W 22 St & 8 Ave,40.74475148,-73.99915362,0.0,2023-02-12 06:00:00
5905.14,2.0,2.0,University Pl & E 14 St,40.734814,-73.992085,0.0,2023-02-12 06:00:00
6306.01,1.0,0.0,W 20 St & 10 Ave,40.745686,-74.005141,-1.0,2023-02-12 06:00:00
7619.05,1.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-1.0,2023-02-12 06:00:00
5980.07,1.0,0.0,E 17 St & Broadway,40.73704984,-73.99009296,-1.0,2023-02-12 07:00:00
7617.07,1.0,0.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-12 07:00:00
7631.23,1.0,0.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-1.0,2023-02-12 07:00:00
7646.04,0.0,1.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,1.0,2023-02-12 07:00:00
6306.01,2.0,5.0,W 20 St & 10 Ave,40.745686,-74.005141,3.0,2023-02-12 07:00:00
5905.12,4.0,8.0,Broadway & E 14 St,40.73454567,-73.99074142,4.0,2023-02-12 07:00:00
7619.05,1.0,4.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,3.0,2023-02-12 07:00:00
5905.14,1.0,2.0,University Pl & E 14 St,40.734814,-73.992085,1.0,2023-02-12 07:00:00
6266.06,2.0,1.0,9 Ave & W 22 St,40.745516062,-74.001939893,-1.0,2023-02-12 07:00:00
6224.03,4.0,0.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-4.0,2023-02-12 07:00:00
7631.23,4.0,0.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-4.0,2023-02-12 08:00:00
7619.05,1.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-1.0,2023-02-12 08:00:00
5905.14,4.0,6.0,University Pl & E 14 St,40.734814,-73.992085,2.0,2023-02-12 08:00:00
6306.01,4.0,4.0,W 20 St & 10 Ave,40.745686,-74.005141,0.0,2023-02-12 08:00:00
5980.07,2.0,10.0,E 17 St & Broadway,40.73704984,-73.99009296,8.0,2023-02-12 08:00:00
7617.07,4.0,7.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,3.0,2023-02-12 08:00:00
5905.12,1.0,0.0,Broadway & E 14 St,40.73454567,-73.99074142,-1.0,2023-02-12 08:00:00
7646.04,3.0,2.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-1.0,2023-02-12 08:00:00
6266.06,4.0,4.0,9 Ave & W 22 St,40.745516062,-74.001939893,0.0,2023-02-12 08:00:00
6224.03,6.0,1.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-5.0,2023-02-12 08:00:00
5980.07,2.0,4.0,E 17 St & Broadway,40.73704984,-73.99009296,2.0,2023-02-12 09:00:00
5905.14,4.0,6.0,University Pl & E 14 St,40.734814,-73.992085,2.0,2023-02-12 09:00:00
5905.12,4.0,10.0,Broadway & E 14 St,40.73454567,-73.99074142,6.0,2023-02-12 09:00:00
6266.06,9.0,7.0,9 Ave & W 22 St,40.745516062,-74.001939893,-2.0,2023-02-12 09:00:00
7631.23,3.0,1.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-2.0,2023-02-12 09:00:00
6224.03,9.0,9.0,W 22 St & 8 Ave,40.74475148,-73.99915362,0.0,2023-02-12 09:00:00
7617.07,1.0,2.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1.0,2023-02-12 09:00:00
7646.04,0.0,3.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,3.0,2023-02-12 09:00:00
7619.05,5.0,1.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-4.0,2023-02-12 09:00:00
6306.01,3.0,6.0,W 20 St & 10 Ave,40.745686,-74.005141,3.0,2023-02-12 09:00:00
7631.23,5.0,2.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-3.0,2023-02-12 10:00:00
5905.14,9.0,12.0,University Pl & E 14 St,40.734814,-73.992085,3.0,2023-02-12 10:00:00
7646.04,6.0,4.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-2.0,2023-02-12 10:00:00
7619.05,3.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-3.0,2023-02-12 10:00:00
5980.07,5.0,10.0,E 17 St & Broadway,40.73704984,-73.99009296,5.0,2023-02-12 10:00:00
6306.01,15.0,19.0,W 20 St & 10 Ave,40.745686,-74.005141,4.0,2023-02-12 10:00:00
7617.07,7.0,1.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-6.0,2023-02-12 10:00:00
6266.06,7.0,4.0,9 Ave & W 22 St,40.745516062,-74.001939893,-3.0,2023-02-12 10:00:00
5905.12,13.0,4.0,Broadway & E 14 St,40.73454567,-73.99074142,-9.0,2023-02-12 10:00:00
6224.03,6.0,5.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-1.0,2023-02-12 10:00:00
5980.07,10.0,9.0,E 17 St & Broadway,40.73704984,-73.99009296,-1.0,2023-02-12 11:00:00
7617.07,13.0,12.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-12 11:00:00
5905.12,9.0,13.0,Broadway & E 14 St,40.73454567,-73.99074142,4.0,2023-02-12 11:00:00
5905.14,15.0,15.0,University Pl & E 14 St,40.734814,-73.992085,0.0,2023-02-12 11:00:00
6306.01,17.0,7.0,W 20 St & 10 Ave,40.745686,-74.005141,-10.0,2023-02-12 11:00:00
6266.06,14.0,14.0,9 Ave & W 22 St,40.745516062,-74.001939893,0.0,2023-02-12 11:00:00
7619.05,6.0,6.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,0.0,2023-02-12 11:00:00
7646.04,1.0,1.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,0.0,2023-02-12 11:00:00
6224.03,11.0,9.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-2.0,2023-02-12 11:00:00
7631.23,2.0,2.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,0.0,2023-02-12 11:00:00
7646.04,1.0,1.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,0.0,2023-02-12 12:00:00
5905.14,10.0,13.0,University Pl & E 14 St,40.734814,-73.992085,3.0,2023-02-12 12:00:00
6306.01,13.0,16.0,W 20 St & 10 Ave,40.745686,-74.005141,3.0,2023-02-12 12:00:00
6224.03,9.0,7.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-2.0,2023-02-12 12:00:00
6266.06,15.0,17.0,9 Ave & W 22 St,40.745516062,-74.001939893,2.0,2023-02-12 12:00:00
7617.07,10.0,9.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,-1.0,2023-02-12 12:00:00
7619.05,3.0,4.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,1.0,2023-02-12 12:00:00
5980.07,10.0,18.0,E 17 St & Broadway,40.73704984,-73.99009296,8.0,2023-02-12 12:00:00
5905.12,19.0,16.0,Broadway & E 14 St,40.73454567,-73.99074142,-3.0,2023-02-12 12:00:00
7631.23,3.0,3.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,0.0,2023-02-12 12:00:00
6306.01,11.0,9.0,W 20 St & 10 Ave,40.745686,-74.005141,-2.0,2023-02-12 13:00:00
7646.04,1.0,5.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,4.0,2023-02-12 13:00:00
5905.14,21.0,23.0,University Pl & E 14 St,40.734814,-73.992085,2.0,2023-02-12 13:00:00
5980.07,10.0,9.0,E 17 St & Broadway,40.73704984,-73.99009296,-1.0,2023-02-12 13:00:00
7617.07,11.0,16.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,5.0,2023-02-12 13:00:00
7619.05,4.0,8.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,4.0,2023-02-12 13:00:00
6224.03,8.0,4.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-4.0,2023-02-12 13:00:00
7631.23,6.0,10.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,4.0,2023-02-12 13:00:00
5905.12,18.0,20.0,Broadway & E 14 St,40.73454567,-73.99074142,2.0,2023-02-12 13:00:00
6266.06,23.0,14.0,9 Ave & W 22 St,40.745516062,-74.001939893,-9.0,2023-02-12 13:00:00
5980.07,18.0,19.0,E 17 St & Broadway,40.73704984,-73.99009296,1.0,2023-02-12 14:00:00
6306.01,15.0,15.0,W 20 St & 10 Ave,40.745686,-74.005141,0.0,2023-02-12 14:00:00
7619.05,3.0,2.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-1.0,2023-02-12 14:00:00
6266.06,11.0,17.0,9 Ave & W 22 St,40.745516062,-74.001939893,6.0,2023-02-12 14:00:00
5905.14,19.0,23.0,University Pl & E 14 St,40.734814,-73.992085,4.0,2023-02-12 14:00:00
5905.12,15.0,16.0,Broadway & E 14 St,40.73454567,-73.99074142,1.0,2023-02-12 14:00:00
6224.03,8.0,10.0,W 22 St & 8 Ave,40.74475148,-73.99915362,2.0,2023-02-12 14:00:00
7631.23,9.0,4.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-5.0,2023-02-12 14:00:00
7617.07,13.0,14.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,1.0,2023-02-12 14:00:00
7646.04,7.0,4.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,-3.0,2023-02-12 14:00:00
5905.14,27.0,19.0,University Pl & E 14 St,40.734814,-73.992085,-8.0,2023-02-12 15:00:00
6266.06,19.0,16.0,9 Ave & W 22 St,40.745516062,-74.001939893,-3.0,2023-02-12 15:00:00
5905.12,15.0,28.0,Broadway & E 14 St,40.73454567,-73.99074142,13.0,2023-02-12 15:00:00
5980.07,19.0,15.0,E 17 St & Broadway,40.73704984,-73.99009296,-4.0,2023-02-12 15:00:00
7619.05,4.0,3.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-1.0,2023-02-12 15:00:00
7617.07,10.0,14.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,4.0,2023-02-12 15:00:00
7646.04,2.0,2.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,0.0,2023-02-12 15:00:00
6224.03,9.0,13.0,W 22 St & 8 Ave,40.74475148,-73.99915362,4.0,2023-02-12 15:00:00
6306.01,4.0,11.0,W 20 St & 10 Ave,40.745686,-74.005141,7.0,2023-02-12 15:00:00
7631.23,1.0,3.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,2.0,2023-02-12 15:00:00
5980.07,13.0,7.0,E 17 St & Broadway,40.73704984,-73.99009296,-6.0,2023-02-12 16:00:00
6266.06,15.0,15.0,9 Ave & W 22 St,40.745516062,-74.001939893,0.0,2023-02-12 16:00:00
5905.14,17.0,18.0,University Pl & E 14 St,40.734814,-73.992085,1.0,2023-02-12 16:00:00
7631.23,9.0,7.0,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,-2.0,2023-02-12 16:00:00
5905.12,21.0,14.0,Broadway & E 14 St,40.73454567,-73.99074142,-7.0,2023-02-12 16:00:00
7646.04,2.0,2.0,W 110 St & Amsterdam Ave,40.802558184,-73.96272707,0.0,2023-02-12 16:00:00
7619.05,2.0,3.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,1.0,2023-02-12 16:00:00
6224.03,10.0,9.0,W 22 St & 8 Ave,40.74475148,-73.99915362,-1.0,2023-02-12 16:00:00
6306.01,13.0,9.0,W 20 St & 10 Ave,40.745686,-74.005141,-4.0,2023-02-12 16:00:00
7617.07,8.0,10.0,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2.0,2023-02-12 16:00:00
7619.05,4.0,0.0,W 107 St & Columbus Ave,40.799773693,-73.962261319,-4.0,2023-02-12 17:00:00
